WNASEQ,LONDD,LATDD,ELEV,totsnopt,annp,Jan_Tmp,Jul_Tmp
481,-101.5,40.67,999,39.3801,483,-3.5,24.4
482,-135.4,59.2,230,593.6064,1115,-7.5,13
483,-101.25,54.25,305,28.4633,72,-23.2,17.1
484,-109.9594,43.4681,2705,220.122,428,-9.9,13.6
485,-109.9408,43.45,2714,216.111,424,-9.8,13.6
486,-109.92,43.4592,2739,216.1331,424,-9.8,13.6
487,-109.9389,43.4717,2797,229.1555,438,-9.9,13.3
488,-109.95,43.4389,2766,223.1001,429,-10,13.4
489,-108.8333,36.0055,2727,137.9323,414,-5.3,17.3
490,-108.8108,35.9819,2712,130.4458,403,-5.1,17.6
491,-113.67,42.33,2829,272.6671,546,-8.5,13.2
492,-113.67,42.33,2652,245.5708,513,-7.9,14.1
493,-113.67,42.33,2560,234.1709,499,-7.6,14.5
494,-113.67,42.33,2743,259.9163,531,-8.2,13.6
495,-113.67,42.33,2713,255.1046,524,-8.1,13.8
496,-113.67,42.33,2615,241.4322,508,-7.8,14.2
497,-113.67,42.33,2560,234.1709,499,-7.6,14.5
498,-113.67,42.33,2469,222.4201,484,-7.3,14.9
499,-113.67,42.33,2554,234.1709,498,-7.5,14.5
500,-113.67,42.33,2550,234.015,498,-7.5,14.5
501,-113.67,42.33,2550,234.015,498,-7.5,14.5
502,-113.67,42.33,2624,243.7621,510,-7.8,14.2
503,-113.67,42.33,2408,213.161,472,-7.1,15.2
504,-113.67,42.33,2698,252.9802,522,-8,13.9
505,-113.67,42.33,2698,252.9802,522,-8,13.9
506,-113.67,42.33,2682,251.7106,520,-8,13.9
507,-113.67,42.33,2530,230.606,494,-7.5,14.6
508,-113.67,42.33,2317,200.5263,457,-6.7,15.6
509,-113.67,42.33,2500,224.8261,486,-7.4,14.8
510,-113.67,42.33,2439,217.7421,476,-7.2,15.1
511,-113.67,42.33,2408,213.161,472,-7.1,15.2
512,-113.67,42.33,2103,175.082,422,-6,16.6
513,-113.67,42.33,2164,182.6566,431,-6.2,16.3
514,-113.67,42.33,2134,177.3074,425,-6.1,16.5
515,-113.67,42.33,2012,164.7654,408,-5.7,17.1
516,-113.67,42.33,1951,157.5421,398,-5.5,17.3
517,-113.67,42.33,1951,157.5421,398,-5.5,17.3
518,-113.67,42.33,1890,150.2612,388,-5.3,17.6
519,-113.67,42.33,2256,193.625,446,-6.5,15.9
520,-113.67,42.33,2225,189.1558,440,-6.4,16.1
521,-113.67,42.33,2042,168.0079,412,-5.8,16.9
522,-113.67,42.33,1890,150.2612,388,-5.3,17.6
523,-113.67,42.33,1768,137.6736,371,-4.9,18.2
524,-113.67,42.33,2256,193.625,446,-6.5,15.9
525,-113.67,42.33,2134,177.3074,425,-6.1,16.5
526,-113.67,42.33,2073,171.583,417,-5.9,16.8
527,-113.67,42.33,1920,154.7279,393,-5.4,17.5
528,-113.67,42.33,1890,150.2612,388,-5.3,17.6
529,-113.67,42.33,1859,147.596,384,-5.2,17.8
530,-113.67,42.33,1890,150.2612,388,-5.3,17.6
531,-113.67,42.33,1890,150.2612,388,-5.3,17.6
532,-113.67,42.33,1859,147.596,384,-5.2,17.8
533,-113.67,42.33,1829,143.6282,379,-5.1,17.9
534,-113.67,42.33,1737,132.7001,365,-4.8,18.3
535,-113.67,42.33,1646,123.0399,352,-4.5,18.8
536,-113.67,42.33,2500,224.8261,486,-7.4,14.8
537,-113.67,42.33,2042,168.0079,412,-5.8,16.9
538,-113.67,42.33,1890,150.2612,388,-5.3,17.6
539,-113.67,42.33,1737,132.7001,365,-4.8,18.3
540,-113.67,42.33,2073,171.583,417,-5.9,16.8
541,-113.67,42.33,1951,157.5421,398,-5.5,17.3
542,-113.67,42.33,2469,222.4201,484,-7.3,14.9
543,-113.67,42.33,1646,123.0399,352,-4.5,18.8
544,-113.67,42.33,2743,259.9163,531,-8.2,13.6
545,-113.67,42.33,2500,224.8261,486,-7.4,14.8
546,-113.67,42.33,2378,209.6555,468,-7,15.3
547,-113.67,42.33,2134,177.3074,425,-6.1,16.5
548,-113.67,42.33,1554,113.0287,338,-4.2,19.2
549,-113.67,42.33,1432,100.6188,323,-3.8,19.8
550,-113.67,42.33,1008,63.4315,265,-2.3,21.7
551,-113.67,42.33,1509,108.8836,332,-4,19.4
552,-113.67,42.33,1432,100.6188,323,-3.8,19.8
553,-113.67,42.33,792,48.6486,238,-1.6,22.7
554,-107.8167,37.8,3837,513.2949,832,-12.8,7.2
555,-107.82,37.8,3837,515.1392,834,-12.9,7.1
556,-107.81,37.81,3750,478.3653,802,-12.4,7.9
557,-107.81,37.81,3737,473.9612,798,-12.4,8
558,-107.61,37.8,3689,398.3063,707,-12,9.5
559,-107.78,37.84,3683,424.7102,748,-11.8,9.2
560,-107.78,37.84,3643,415.5649,740,-11.7,9.5
561,-107.7,37.71,3643,439.8347,761,-12.2,8.6
562,-107.61,37.81,3506,356.2187,665,-11.3,10.7
563,-107.78,37.7,3399,405.0708,742,-11.4,9.8
564,-107.7,37.71,3399,379.3844,705,-11.3,10.2
565,-107.7,37.73,3308,359.8801,682,-11,10.9
566,-107.7,37.74,3308,359.6827,679,-11,10.9
567,-107.7,37.72,3293,357.9012,681,-10.9,11
568,-107.68,37.75,3201,330.8552,646,-10.5,11.8
569,-107.68,37.75,3201,330.8552,646,-10.5,11.8
570,-107.68,37.75,3201,330.8552,646,-10.5,11.8
571,-107.68,37.75,3201,330.8552,646,-10.5,11.8
572,-107.68,37.75,3201,330.8552,646,-10.5,11.8
573,-107.78,37.68,3201,359.9736,700,-10.6,11.2
574,-107.78,37.67,3064,331.2047,671,-10,12.1
575,-107.77,37.7,3018,319.6106,652,-10,12.4
576,-107.78,37.65,2851,290.106,628,-9.1,13.6
577,-107.82,37.6,2707,268.7128,618,-8.3,14.6
578,-107.81,37.65,2691,262.7657,600,-8.5,14.7
579,-107.81,37.65,2691,262.7657,600,-8.5,14.7
580,-107.81,37.65,2691,262.7657,600,-8.5,14.7
581,-107.81,37.65,2691,262.7657,600,-8.5,14.7
582,-107.81,37.65,2691,262.7657,600,-8.5,14.7
583,-107.75,37.75,2646,51.3084,91,-11.4,10.1
584,-107.81,37.55,2552,226.6004,570,-7.3,16.3
585,-107.77,37.42,2515,181.0531,518,-6.1,18.1
586,-107.82,37.53,2485,209.4128,549,-6.8,17
587,-107.81,37.53,2474,206.5735,547,-6.8,17.1
588,-107.81,37.48,2195,146.0561,473,-5.2,19.8
589,-107.88,37.33,2104,128.7994,457,-4.4,20.5
590,-107.86,37.28,2095,145.6523,470,-4.8,19.7
591,-107.75,37.75,2088,51.3084,91,-11.4,10.1
592,-111,32,728,0,311,10.9,30.2
593,-110,32,1220,0,330,8,26.9
594,-110,32,1220,0,330,8,26.9
595,-117.85,33.65,10,0,294,13,20.9
596,-117.85,33.65,30,0,296,12.9,20.9
597,-117.85,33.65,10,0,294,13,20.9
598,-117.85,33.65,10,0,294,13,20.9
599,-117.85,33.65,610,0,376,10.7,19.4
600,-117.85,33.65,0,0,291,13,21
601,-118,34,69,0,372,13.2,23.4
602,-118,34,259,0,395,12.5,22.9
603,-118,34,61,0,370,13.2,23.4
604,-118,34,259,0,395,12.5,22.9
605,-118,34,62,0,371,13.2,23.4
606,-118,34,175,0,385,12.8,23.1
607,-118,34,275,0,397,12.4,22.9
608,-118,34,239,0,392,12.6,23
609,-118,34,277,0,398,12.4,22.9
610,-118,34,237,0,392,12.6,23
611,-118,34,234,0,392,12.6,23
612,-118,34,10,0,366,13.4,23.5
613,-118,34,10,0,366,13.4,23.5
614,-118,34,10,0,366,13.4,23.5
615,-118,34,10,0,366,13.4,23.5
616,-118,34,10,0,366,13.4,23.5
617,-118,34,10,0,366,13.4,23.5
618,-117,34,117,0,317,11.2,27.2
619,-111,34,865,0,447,7.3,29
620,-111,34,865,0,447,7.3,29
621,-111,34,865,0,447,7.3,29
622,-111,34,865,0,447,7.3,29
623,-111,34,865,0,447,7.3,29
624,-111,34,865,0,447,7.3,29
625,-111,34,865,0,447,7.3,29
626,-111,34,865,0,447,7.3,29
627,-114,35,1220,0,277,6,27.4
628,-119,37,205,0,575,7.8,24.4
629,-119,37,205,0,575,7.8,24.4
630,-120,38,585,0,996,6,22.3
631,-119,38,1224,56.155,588,2.3,20.9
632,-119,38,1339,75.2196,591,1.9,20.6
633,-119,38,1659,150.9861,600,0.8,19.8
634,-119,38,1941,235.5987,606,-0.3,19.1
635,-119,38,2257,328.684,617,-1.4,18.2
636,-119,38,2587,393.2195,629,-2.6,17.4
637,-119,38,2883,426.314,639,-3.6,16.6
638,-119,38,3256,453.3062,655,-5,15.7
639,-119,38,3352,458.2839,657,-5.3,15.4
640,-119,38,3648,473.8228,673,-6.4,14.7
641,-119,38,3949,489.1238,689,-7.4,13.9
642,-120.25,38.75,1829,31.1162,105,0.6,17
643,-120.25,38.75,148,31.1162,105,0.6,17
644,-120.25,38.75,610,31.1162,105,0.6,17
645,-120.25,38.75,915,31.1162,105,0.6,17
646,-120.25,38.75,1219,31.1162,105,0.6,17
647,-120.25,38.75,1524,31.1162,105,0.6,17
648,-120.25,38.75,2134,31.1162,105,0.6,17
649,-120.25,38.75,2614,31.1162,105,0.6,17
650,-120.25,38.75,1829,31.1162,105,0.6,17
651,-120.25,38.75,1707,31.1162,105,0.6,17
652,-120.25,38.75,2134,31.1162,105,0.6,17
653,-120.25,38.75,2535,31.1162,105,0.6,17
654,-109.07,36.28,2350,91.4485,337,-3.4,20.9
655,-109.08,36.27,2320,85.5016,330,-3.2,21.1
656,-109.1,36.28,2300,85.5016,329,-3.2,21.2
657,-109.17,36.3,2160,79.8335,317,-3.1,21.5
658,-109.29,36.28,2170,86.7811,331,-3.6,20.8
659,-109.31,36.28,2150,82.4037,323,-3.5,21
660,-109.2,36.29,2130,80.0741,319,-3.2,21.4
661,-109.33,36.29,2120,77.5286,316,-3.4,21.3
662,-109.34,36.28,2080,74.4676,308,-3.2,21.6
663,-109.38,36.23,2100,70.7207,303,-3.1,21.7
664,-109.41,36.21,2070,64.9749,291,-2.9,22.1
665,-109.45,36.17,2000,57.6296,277,-2.6,22.6
666,-109.45,36.18,2000,57.6296,277,-2.6,22.6
667,-109.46,36.17,1950,53.7321,270,-2.4,22.9
668,-109.47,36.16,1915,50.5993,264,-2.3,23.1
669,-109.49,36.17,1880,48.5014,258,-2.2,23.3
670,-109.5,36.17,1860,47.8158,257,-2.1,23.4
671,-109.51,36.17,1820,44.0634,250,-2,23.7
672,-109.53,36.17,1770,41.3807,244,-1.8,24
673,-109.54,36.16,1750,39.108,239,-1.7,24.1
674,-109,36.25,2439,109.2048,366,-4.1,19.7
675,-109,36.25,1982,60.856,283,-2.2,22.9
676,-109,36.25,1784,44.3341,249,-1.3,24.2
677,-109,36.25,1829,47.1757,259,-1.5,23.9
678,-109,36.25,1784,44.3341,249,-1.3,24.2
679,-109,36.25,1723,39.4487,240,-1.1,24.7
680,-109,36.25,1799,45.4855,253,-1.4,24.1
681,-109,36.25,1799,45.4855,253,-1.4,24.1
682,-109,36.25,1799,45.4855,253,-1.4,24.1
683,-109,36.25,1829,47.1757,259,-1.5,23.9
684,-109,36.25,1799,45.4855,253,-1.4,24.1
685,-109,36.25,1799,45.4855,253,-1.4,24.1
686,-109,36.25,1799,45.4855,253,-1.4,24.1
687,-109,36.25,1799,45.4855,253,-1.4,24.1
688,-109,36.25,1799,45.4855,253,-1.4,24.1
689,-109,36.25,1799,45.4855,253,-1.4,24.1
690,-109,36.25,1799,45.4855,253,-1.4,24.1
691,-109,36.25,1799,45.4855,253,-1.4,24.1
692,-109,36.25,1707,38.04,240,-1,24.8
693,-109,36.25,1768,43.581,247,-1.3,24.3
694,-109,36.25,1814,47.3965,255,-1.5,24
695,-109,36.25,1768,43.581,247,-1.3,24.3
696,-109,36.25,1768,43.581,247,-1.3,24.3
697,-109,36.25,1768,43.581,247,-1.3,24.3
698,-109,36.25,1814,47.3965,255,-1.5,24
699,-109,36.25,1768,43.581,247,-1.3,24.3
700,-109,36.25,1768,43.581,247,-1.3,24.3
701,-109,36.25,1768,43.581,247,-1.3,24.3
702,-109,36.25,1768,43.581,247,-1.3,24.3
703,-109,36.25,1768,43.581,247,-1.3,24.3
704,-109,36.25,1707,38.04,240,-1,24.8
705,-109,36.25,1768,43.581,247,-1.3,24.3
706,-109,36.25,1768,43.581,247,-1.3,24.3
707,-109,36.25,1768,43.581,247,-1.3,24.3
708,-109,36.25,1768,43.581,247,-1.3,24.3
709,-109,36.25,1768,43.581,247,-1.3,24.3
710,-109,36.25,1707,38.04,240,-1,24.8
711,-109,36.25,1829,47.1757,259,-1.5,23.9
712,-109,36.25,1936,56.8406,275,-2,23.2
713,-109,36.25,1982,60.856,283,-2.2,22.9
714,-109,36.25,2012,63.582,288,-2.3,22.6
715,-109,36.25,2073,69.2922,299,-2.5,22.2
716,-109,36.25,2073,69.2922,299,-2.5,22.2
717,-109,36.25,2134,74.7767,309,-2.8,21.8
718,-109,36.25,2134,74.7767,309,-2.8,21.8
719,-109,36.25,2134,74.7767,309,-2.8,21.8
720,-109,36.25,2134,74.7767,309,-2.8,21.8
721,-109,36.25,2225,84.3704,327,-3.2,21.2
722,-109,36.25,2317,94.8238,343,-3.6,20.5
723,-109,36.25,2393,103.9274,358,-3.9,20
724,-109,36.25,2393,103.9274,358,-3.9,20
725,-109,36.25,2424,106.9878,362,-4,19.8
726,-109,36.25,2439,109.2048,366,-4.1,19.7
727,-109,36.25,2439,109.2048,366,-4.1,19.7
728,-109,36.25,2485,114.8718,376,-4.3,19.4
729,-109,36.25,2530,120.1826,385,-4.5,19
730,-109,36.25,2561,124.7446,391,-4.6,18.8
731,-109,36.25,2591,128.3058,395,-4.7,18.6
732,-109,36.25,2622,133.7676,404,-4.9,18.4
733,-109,36.25,2622,133.7676,404,-4.9,18.4
734,-109,36.25,2652,136.7441,409,-5,18.2
735,-109,36.25,2698,143.6197,420,-5.2,17.9
736,-109,36.25,2713,144.9651,422,-5.2,17.8
737,-109,36.25,2759,150.8821,430,-5.4,17.4
738,-109,36.25,2774,153.5093,435,-5.5,17.3
739,-109,36.25,2774,153.5093,435,-5.5,17.3
740,-109,36.25,2774,153.5093,435,-5.5,17.3
741,-109,36.25,2774,153.5093,435,-5.5,17.3
742,-109,36.25,2774,153.5093,435,-5.5,17.3
743,-109,36.25,2774,153.5093,435,-5.5,17.3
744,-109,36.25,2774,153.5093,435,-5.5,17.3
745,-109,36.25,2774,153.5093,435,-5.5,17.3
746,-109,36.25,2774,153.5093,435,-5.5,17.3
747,-109,36.25,2777,153.9765,435,-5.5,17.3
748,-109,36.25,2779,154.3891,436,-5.5,17.3
749,-111.5,33.5,900,0,401,8.5,29.9
750,-111.5,33.5,870,0,397,8.7,30.1
751,-111.5,33.5,840,0,391,8.9,30.3
752,-111.5,33.5,810,0,386,9,30.5
753,-111.5,33.5,780,0,380,9.2,30.7
754,-111.5,33.5,750,0,376,9.4,30.9
755,-111.5,33.5,720,0,369,9.6,31.1
756,-111.5,33.5,690,0,364,9.7,31.3
757,-111.5,33.5,660,0,358,9.9,31.5
758,-111.5,33.5,630,0,353,10.1,31.7
759,-111.5,33.5,600,0,348,10.2,31.9
760,-111.5,33.5,570,0,345,10.4,32.1
761,-111.5,33.5,540,0,341,10.6,32.3
762,-111.5,33.5,510,0,334,10.8,32.5
763,-111.5,33.5,480,0,329,10.9,32.7
764,-105.5,37.5,3720,259.1537,471,-12.8,9.6
765,-105.5,37.5,3580,231.2549,451,-12.1,10.5
766,-105.5,37.5,3536,224.7248,445,-11.9,10.7
767,-105.5,37.5,3262,178.8239,410,-10.6,12.5
768,-105.5,37.5,3171,162.7555,397,-10.2,13
769,-105.5,37.5,3110,154.0816,391,-9.9,13.4
770,-105.5,37.5,3049,143.8955,383,-9.6,13.8
771,-105.5,37.5,2683,93.8678,341,-7.9,16.1
772,-105.5,37.5,2317,54.8035,307,-6.1,18.4
773,-110,34,1873,36.2993,456,1.1,21.3
774,-110,34,1883,37.0331,457,1.1,21.2
775,-110,34,1896,39.0162,458,1,21.1
776,-110,34,1881,37.0331,456,1.1,21.2
777,-110,34,1860,34.9316,455,1.2,21.4
778,-110,34,1867,34.9982,456,1.2,21.3
779,-110,34,1892,38.3569,458,1,21.2
780,-110,34,1894,39.0162,458,1,21.1
781,-110,34,1883,37.0331,457,1.1,21.2
782,-110,34,1887,37.1528,457,1.1,21.2
783,-110,34,1897,39.115,458,1,21.1
784,-110,34,1896,39.0162,458,1,21.1
785,-110,34,1896,39.0162,458,1,21.1
786,-110,34,1884,37.0331,457,1.1,21.2
787,-110,34,1893,39.0162,458,1,21.2
788,-110,34,1891,38.3569,457,1,21.2
789,-110,34,1892,38.3569,458,1,21.2
790,-110,34,1897,39.115,458,1,21.1
791,-110,34,1892,38.3569,458,1,21.2
792,-110,34,1876,36.9493,456,1.1,21.3
793,-110,34,1887,37.1528,457,1.1,21.2
794,-110,34,1887,37.1528,457,1.1,21.2
795,-110,34,1893,39.0162,458,1,21.2
796,-110,34,1886,37.0331,457,1.1,21.2
797,-110,34,1892,38.3569,458,1,21.2
798,-110,34,1877,36.9493,456,1.1,21.3
799,-110,34,1881,37.0331,456,1.1,21.2
800,-110,34,1879,36.9493,456,1.1,21.3
801,-110,34,1873,36.2993,456,1.1,21.3
802,-110,34,1883,37.0331,457,1.1,21.2
803,-110,34,1887,37.1528,457,1.1,21.2
804,-110,34,1883,37.0331,457,1.1,21.2
805,-110,34,1885,37.0331,457,1.1,21.2
806,-110,34,1893,39.0162,458,1,21.2
807,-110,34,1874,36.9493,456,1.1,21.3
808,-110,34,1868,34.9982,456,1.2,21.3
809,-110,34,1844,32.9634,454,1.3,21.5
810,-110,34,1853,33.1187,455,1.3,21.4
811,-110,34,1828,31.0432,453,1.4,21.6
812,-110,34,1841,32.9634,454,1.3,21.5
813,-110,34,1844,32.9634,454,1.3,21.5
814,-110,34,1868,34.9982,456,1.2,21.3
815,-110,34,1801,28.7096,449,1.5,21.8
816,-110,34,1843,32.9634,454,1.3,21.5
817,-110,34,1832,31.0864,454,1.4,21.6
818,-110,34,1834,31.0864,454,1.4,21.6
819,-110,34,1862,34.9316,455,1.2,21.4
820,-110,34,1811,29.1693,449,1.5,21.7
821,-116.75,32.83,830,0,467,8.7,22.4
822,-116.75,32.83,839,0,467,8.7,22.4
823,-116.75,32.83,871,0,473,8.5,22.3
824,-116.75,32.83,907,0,483,8.4,22.2
825,-116.75,32.83,959,0,495,8.1,22
826,-116.75,32.83,992,0,503,8,21.9
827,-116.75,32.83,993,0,503,8,21.9
828,-116.75,32.83,873,0,474,8.5,22.3
829,-116.75,38.83,2896,277.6237,498,-4.6,16.3
830,-116.75,38.83,2805,258.8797,479,-4.3,16.7
831,-116.75,38.83,2713,239.806,459,-4,17.1
832,-116.75,38.83,2622,221.9964,439,-3.8,17.5
833,-116.75,38.83,2531,203.7721,420,-3.5,18
834,-116.75,38.83,2439,184.6164,401,-3.2,18.4
835,-116.75,38.83,2348,168.264,384,-2.9,18.8
836,-116.75,38.83,2272,153.9773,367,-2.7,19.2
837,-116.75,38.83,2252,150.7772,366,-2.7,19.2
838,-116.75,38.83,2233,145.5027,363,-2.6,19.3
839,-116.75,38.83,2214,143.856,358,-2.5,19.4
840,-116.75,38.83,2195,140.4348,355,-2.5,19.5
841,-116.75,38.83,2162,135.141,350,-2.4,19.7
842,-116.75,38.83,2128,128.4186,342,-2.3,19.8
843,-116.75,38.83,2094,122.8926,336,-2.2,20
844,-116.75,38.83,2060,117.4629,332,-2.1,20.1
845,-116.75,38.83,2026,111.4995,322,-2,20.3
846,-116.75,38.83,1958,100.9032,312,-1.8,20.6
847,-116.75,38.83,1924,96.2152,307,-1.7,20.8
848,-116.75,38.83,1924,96.2152,307,-1.7,20.8
849,-116.75,38.83,1911,93.7714,304,-1.6,20.8
850,-116.75,38.83,1906,93.662,304,-1.6,20.8
851,-116.75,38.83,1906,93.662,304,-1.6,20.8
852,-116.75,38.83,1890,91.5517,301,-1.6,20.9
853,-116.75,38.83,1922,96.2152,307,-1.7,20.8
854,-116.75,38.83,1953,100.5162,311,-1.8,20.6
855,-116.75,38.83,1968,102.8404,314,-1.8,20.5
856,-116.75,38.83,1983,105.9153,318,-1.9,20.5
857,-116.75,38.83,1999,107.4658,320,-1.9,20.4
858,-116.75,38.83,2014,110.2065,322,-1.9,20.3
859,-116.75,38.83,2029,112.6118,323,-2,20.3
860,-116.75,38.83,2045,114.6236,328,-2,20.2
861,-116.75,38.83,2062,117.4629,332,-2.1,20.1
862,-116.75,38.83,2063,117.4629,332,-2.1,20.1
863,-116.75,38.83,2064,117.6604,332,-2.1,20.1
864,-116.75,38.83,2065,117.6604,333,-2.1,20.1
865,-116.75,38.83,2066,117.6604,333,-2.1,20.1
866,-116.75,38.83,2067,117.6604,333,-2.1,20.1
867,-116.75,38.83,2068,118.3509,333,-2.1,20.1
868,-116.75,38.83,2069,118.5795,333,-2.1,20.1
869,-116.75,38.83,2070,119.0052,333,-2.1,20.1
870,-116.75,38.83,2097,122.9629,338,-2.2,20
871,-116.75,38.83,2125,127.9679,342,-2.3,19.8
872,-116.75,38.83,2153,133.6362,347,-2.4,19.7
873,-116.75,38.83,2180,137.3114,352,-2.4,19.6
874,-116.75,38.83,2208,143.0027,358,-2.5,19.4
875,-116.75,38.83,2263,152.6105,367,-2.7,19.2
876,-116.75,38.83,2291,158.507,374,-2.8,19.1
877,-116.75,38.83,2291,158.507,374,-2.8,19.1
878,-116.75,38.83,2320,163.414,380,-2.9,18.9
879,-116.75,38.83,2340,167.1698,384,-2.9,18.8
880,-116.75,38.83,2380,174.6127,390,-3,18.7
881,-116.75,38.83,2420,183.2585,399,-3.2,18.5
882,-116.75,38.83,2484,194.2082,410,-3.4,18.2
883,-116.75,38.83,2553,207.0417,424,-3.6,17.9
884,-116.75,38.83,2622,221.9964,439,-3.8,17.5
885,-113,32,20,0,113,15.1,34.7
886,-113,32,20,0,113,15.1,34.7
887,-113,32,300,0,168,13.9,33.6
888,-113,32,0,0,112,15.2,34.8
889,-109.83,34.25,2400,88.6218,430,-2.3,17.7
890,-109.83,34.25,2300,79.6609,420,-1.7,18.4
891,-109.83,34.25,2200,70.0045,410,-1.2,19.1
892,-109.83,34.25,2100,58.8214,401,-0.7,19.8
893,-109.83,34.25,2000,47.6771,390,-0.1,20.5
894,-109.83,34.25,1961,43.7175,385,0.1,20.8
895,-109.83,34.25,923,0,299,5.6,28
896,-109.83,34.25,1885,36.0536,379,0.5,21.3
897,-109.83,34.25,1846,32.782,376,0.7,21.6
898,-109.83,34.25,1808,29.6043,370,0.9,21.8
899,-109.83,34.25,1764,26.2713,367,1.1,22.1
900,-109.83,34.25,1731,23.4712,364,1.3,22.4
901,-109.83,34.25,1692,20.8124,360,1.5,22.7
902,-109.83,34.25,1654,18.2434,358,1.7,22.9
903,-109.83,34.25,1615,15.6895,353,1.9,23.2
904,-109.83,34.25,1577,13.4768,350,2.1,23.5
905,-109.83,34.25,1538,11.3951,346,2.3,23.7
906,-109.83,34.25,1500,9.8194,343,2.5,24
907,-109.83,34.25,1450,7.0921,339,2.8,24.3
908,-109.83,34.25,1400,4.6519,334,3.1,24.7
909,-110,35,1982,34.9797,253,-1.7,22.2
910,-110,35,1982,34.9797,253,-1.7,22.2
911,-110,35,1982,34.9797,253,-1.7,22.2
912,-110,35,1982,34.9797,253,-1.7,22.2
913,-110,35,1982,34.9797,253,-1.7,22.2
914,-110,35,1982,34.9797,253,-1.7,22.2
915,-110,35,1982,34.9797,253,-1.7,22.2
916,-110,35,1982,34.9797,253,-1.7,22.2
917,-110,35,1982,34.9797,253,-1.7,22.2
918,-110,35,1982,34.9797,253,-1.7,22.2
919,-110,35,1982,34.9797,253,-1.7,22.2
920,-110,35,1982,34.9797,253,-1.7,22.2
921,-110,35,1982,34.9797,253,-1.7,22.2
922,-110,35,1829,28.1322,240,-0.9,23.3
923,-110,35,1829,28.1322,240,-0.9,23.3
924,-110,35,1829,28.1322,240,-0.9,23.3
925,-110,35,1829,28.1322,240,-0.9,23.3
926,-110,35,1829,28.1322,240,-0.9,23.3
927,-110,35,1829,28.1322,240,-0.9,23.3
928,-110,35,1919,32.7281,247,-1.4,22.7
929,-116,43,1950,144.4496,324,-4.9,19.3
930,-116,43,1646,113.2843,286,-3.9,20.5
931,-116,43,1585,106.7669,278,-3.7,20.7
932,-116,43,1524,101.0106,270,-3.5,21
933,-116,43,1317,82.8569,247,-2.8,21.8
934,-116,43,1250,76.9871,238,-2.6,22
935,-116,43,1219,73.9444,236,-2.5,22.2
936,-116,43,1170,70.9842,230,-2.3,22.4
937,-116,43,1146,69.9617,227,-2.3,22.4
938,-116,43,1090,64.6986,221,-2.1,22.7
939,-116,43,1061,63.553,220,-2,22.8
940,-116,43,1000,59.2046,212,-1.8,23
941,-116,43,960,54.4051,208,-1.6,23.2
942,-116,43,960,54.4051,208,-1.6,23.2
943,-116,43,924,53.6123,205,-1.5,23.3
944,-116,43,914,53.0883,203,-1.5,23.4
945,-110,32,1265,0,333,7.7,26.7
946,-110,32,1265,0,333,7.7,26.7
947,-110,32,1265,0,333,7.7,26.7
948,-110,32,1265,0,333,7.7,26.7
949,-110,32,1265,0,333,7.7,26.7
950,-110,32,1265,0,333,7.7,26.7
951,-110,32,1265,0,333,7.7,26.7
952,-110,32,1265,0,333,7.7,26.7
953,-110,32,1265,0,333,7.7,26.7
954,-110,32,1265,0,333,7.7,26.7
955,-111,32,2160,9.5987,595,2.9,21
956,-111,32,2350,29.0551,641,1.9,19.8
957,-111,32,2370,31.5718,646,1.8,19.7
958,-112.667,43.5,1450,90.3718,265,-6.6,19.8
959,-112.667,43.5,1460,90.6823,265,-6.6,19.8
960,-112.667,43.5,1520,96.9281,275,-6.8,19.5
961,-112.667,43.5,1580,98.8555,278,-7,19.3
962,-112.667,43.5,1590,99.0407,279,-7,19.3
963,-112.667,43.5,1600,99.1147,280,-7,19.2
964,-111.63,36.87,979,4.4061,166,2.7,29.2
965,-111.71,36.77,952,6.4352,185,2.5,28.1
966,-111.77,36.7,936,4.2675,186,2.9,28.3
967,-111.81,36.61,921,0.2631,175,3.8,29.2
968,-111.87,36.54,905,0,180,4.2,29.2
969,-111.89,36.51,904,0,182,4.4,29.2
970,-111.88,36.41,883,0,176,4.8,29.4
971,-111.86,36.29,854,2.1963,210,3.4,27.2
972,-111.8,36.17,815,0,172,5.1,29.5
973,-111.83,36.11,799,0,166,5.9,30.2
974,-111.93,36.05,778,0,164,6.9,31
975,-112.21,36.11,732,0,179,7.2,30.8
976,-112.26,36.14,716,0,179,7.3,30.7
977,-112.33,36.2,686,0,187,7,30.3
978,-112.41,36.25,676,0,164,8.4,32.5
979,-112.49,36.37,615,0,174,8.1,32.1
980,-112.51,36.41,610,0,170,8.2,32.4
981,-112.64,36.4,601,0,167,8.7,33.1
982,-112.93,36.27,567,0.4489,285,3.8,26.7
983,-113.2,36.13,540,0,204,6.6,29.9
984,-113.3,36.87,505,0,202,6.4,31.8
985,-113.35,36.77,488,0,189,6.8,31.9
986,-115.5,36.25,2560,124.4233,406,-0.7,20.8
987,-115.5,36.25,2410,92.8292,378,-0.1,21.6
988,-115.5,36.25,2285,70.1343,352,0.3,22.3
989,-115.5,36.25,2165,51.4148,329,0.8,22.9
990,-115.5,36.25,2105,44.8027,320,1,23.2
991,-115.5,36.25,2075,41.28,314,1.1,23.4
992,-115.5,36.25,1965,29.655,296,1.6,24
993,-115.5,36.25,1905,24.5641,284,1.8,24.3
994,-115.5,36.25,1710,12.4565,253,2.5,25.3
995,-115.5,36.25,1615,7.6821,238,2.9,25.8
996,-115.5,36.25,1585,6.6198,233,3,26
