school,ses,mathach,sector
3013,0.032,10.309,Public
3013,-0.428,16.722,Public
3013,-0.968,5.696,Public
3013,-0.618,17.717,Public
3013,0.252,20.159,Public
3013,-0.138,8.732,Public
3013,-0.778,-1.1,Public
3013,-0.048,10.899,Public
3013,-0.398,8.613,Public
3013,0.192,15.741,Public
3013,0.482,16.495,Public
3013,0.312,5.531,Public
3013,-0.768,22.377,Public
3013,-0.248,7.008,Public
3013,-0.708,5.229,Public
3013,0.372,12.215,Public
3013,0.402,14.92,Public
3013,0.232,13.009,Public
3013,-0.578,-0.008,Public
3013,-0.458,15.898,Public
3013,0.462,6.993,Public
3013,0.102,7.7,Public
3013,-0.118,6.428,Public
3013,-0.608,12.867,Public
3013,0.272,20.811,Public
3013,0.512,5.783,Public
3013,0.032,18.846,Public
3013,0.322,2.285,Public
3013,1.022,16.208,Public
3013,0.262,22.311,Public
3013,-0.188,-1.215,Public
3013,-0.168,19.696,Public
3013,0.772,22.854,Public
3013,-0.998,15.408,Public
3013,-0.948,14.382,Public
3020,-0.308,5.137,Catholic
3020,-1.098,9.819,Catholic
3020,-1.158,20.025,Catholic
3020,0.902,22.012,Catholic
3020,0.692,16.083,Catholic
3020,0.682,21.474,Catholic
3020,0.342,17.756,Catholic
3020,0.772,19.702,Catholic
3020,0.682,11.789,Catholic
3020,-0.118,7.395,Catholic
3020,1.032,12.158,Catholic
3020,-0.498,11.461,Catholic
3020,-1.258,4.094,Catholic
3020,-0.468,10.755,Catholic
3020,-0.148,21.164,Catholic
3020,0.132,15.936,Catholic
3020,0.482,14.254,Catholic
3020,-0.538,14.128,Catholic
3020,0.902,16.42,Catholic
3020,0.222,17.291,Catholic
3020,0.212,22.245,Catholic
3020,1.182,24.319,Catholic
3020,-0.968,24.993,Catholic
3020,0.152,22.781,Catholic
3020,-0.398,16.205,Catholic
3020,1.032,16.67,Catholic
3020,-0.308,14.069,Catholic
3020,0.692,17.839,Catholic
3020,0.712,-2.528,Catholic
3020,0.212,13.555,Catholic
3020,0.572,21.011,Catholic
3020,-0.278,8.057,Catholic
3020,0.932,17.393,Catholic
3020,0.662,14.94,Catholic
3020,-1.128,11.591,Catholic
3020,0.942,8.656,Catholic
3020,1.152,3.571,Catholic
3020,-0.258,10.857,Catholic
3020,0.052,6.151,Catholic
3020,0.262,13.335,Catholic
3020,0.132,21.468,Catholic
3020,-0.718,3.617,Catholic
3020,-0.548,22.151,Catholic
3020,1.092,17.699,Catholic
3020,0.232,18.828,Catholic
3020,0.702,17.757,Catholic
3020,0.842,10.247,Catholic
3020,0.612,20.066,Catholic
3020,0.582,19.287,Catholic
3020,0.232,17.706,Catholic
3020,0.942,13.261,Catholic
3020,0.602,9.664,Catholic
3020,-0.148,18.686,Catholic
3020,-0.078,-0.451,Catholic
3020,0.942,20.069,Catholic
3020,0.212,17.39,Catholic
3020,1.182,13.656,Catholic
3020,0.012,2.172,Catholic
3020,0.072,11.485,Catholic
3039,-0.248,22.522,Catholic
3039,0.242,16.08,Catholic
3039,-0.678,21.175,Catholic
3039,1.042,22.989,Catholic
3039,-0.528,10.546,Catholic
3039,1.192,16.267,Catholic
3039,0.202,4.395,Catholic
3039,0.942,15.792,Catholic
3039,1.122,20.051,Catholic
3039,1.002,18.331,Catholic
3039,1.342,20.458,Catholic
3039,0.082,12.246,Catholic
3039,-0.908,7.748,Catholic
3039,0.232,24.812,Catholic
3039,0.002,17.491,Catholic
3039,0.942,19.167,Catholic
3039,0.982,20.082,Catholic
3039,-0.558,14.116,Catholic
3039,-0.388,17.908,Catholic
3039,0.882,23.09,Catholic
3039,0.402,10.975,Catholic
3088,0.352,13.758,Public
3088,0.702,22.091,Public
3088,-0.438,4.23,Public
3088,-0.038,15.095,Public
3088,0.292,11.913,Public
3088,-0.138,10.447,Public
3088,-0.138,0.363,Public
3088,-0.458,11.141,Public
3088,-0.628,8.298,Public
3088,0.412,2.38,Public
3088,-1.788,4.838,Public
3088,-0.708,4.5,Public
3088,0.552,14.97,Public
3088,0.792,4.896,Public
3088,-1.038,12.177,Public
3088,-0.778,14.987,Public
3088,-1.548,1.314,Public
3088,0.082,4.007,Public
3088,0.602,17.404,Public
3088,-1.668,17.599,Public
3088,-1.098,8.139,Public
3088,-0.998,3.242,Public
3088,-0.858,0.036,Public
3088,0.672,2.211,Public
3088,0.522,5.27,Public
3088,-0.138,7.731,Public
3088,-1.078,6.953,Public
3088,-2.508,4.635,Public
3088,0.032,18.384,Public
3088,-1.818,6.92,Public
3088,0.002,4.828,Public
3088,-0.418,16.941,Public
3088,-0.988,8.339,Public
3088,-0.848,4.784,Public
3088,-0.338,19.106,Public
3088,-0.408,8.896,Public
3088,-1.458,3.027,Public
3088,-0.628,14.065,Public
3088,-0.498,16.773,Public
3152,0.012,12.032,Public
3152,0.882,16.855,Public
3152,-1.138,8.486,Public
3152,0.542,5.826,Public
3152,0.612,12.818,Public
3152,0.792,24.993,Public
3152,0.612,23.08,Public
3152,-1.368,13.592,Public
3152,0.662,14.926,Public
3152,1.072,17.58,Public
3152,1.172,13.564,Public
3152,0.762,24.993,Public
3152,-0.778,8.789,Public
3152,0.952,23.127,Public
3152,0.652,12.714,Public
3152,0.482,18.934,Public
3152,-0.268,6.466,Public
3152,-1.018,18.051,Public
3152,-0.258,22.254,Public
3152,-0.418,13.128,Public
3152,0.842,23.818,Public
3152,-1.368,1.439,Public
3152,-0.138,5.576,Public
3152,-0.298,19.71,Public
3152,-0.428,-2.094,Public
3152,0.702,2.986,Public
3152,0.822,22.553,Public
3152,0.832,1.791,Public
3152,-0.848,19.482,Public
3152,0.782,2.982,Public
3152,1.212,14.932,Public
3152,-0.778,8.491,Public
3152,0.652,22.344,Public
3152,-1.038,20.36,Public
3152,-0.628,15.751,Public
3152,1.202,19.572,Public
3152,-1.298,6.251,Public
3152,-0.908,10.161,Public
3152,-0.218,20.953,Public
3152,-0.508,7.024,Public
3152,0.332,12.152,Public
3152,-0.278,16.213,Public
3152,-0.648,9.781,Public
3152,0.202,-2.5,Public
3152,-1.258,14.184,Public
3152,-0.168,-1.237,Public
3152,1.262,15.562,Public
3152,-1.128,9.519,Public
3152,-0.788,7.537,Public
3152,-0.938,12.144,Public
3152,1.262,18.943,Public
3152,1.212,18.282,Public
3332,0.822,11.922,Public
3332,0.952,16.781,Public
3332,-0.218,22.317,Public
3332,1.292,23.054,Public
3332,0.372,0.996,Public
3332,0.292,13.306,Public
3332,0.532,21.848,Public
3332,0.302,2.204,Public
3332,-0.468,12.782,Public
3332,0.882,16.163,Public
3332,1.362,15.93,Public
3332,0.752,19.805,Public
3332,-0.178,23.054,Public
3332,0.532,22.661,Public
3332,-0.328,11.461,Public
3332,0.062,6.246,Public
3332,1.122,24.993,Public
3332,1.142,14.997,Public
3332,1.042,13.567,Public
3332,0.832,22.856,Public
3332,1.362,10.06,Public
3332,-0.188,5.719,Public
3332,0.022,7.341,Public
3332,-0.248,17.632,Public
3332,0.672,15.569,Public
3332,0.082,7.554,Public
3332,0.972,16.206,Public
3332,1.172,9.355,Public
3332,-0.628,11.531,Public
3332,1.212,7.41,Public
3332,1.012,23.619,Public
3332,1.262,10.749,Public
3332,1.162,18.119,Public
3332,0.762,22.896,Public
3332,0.762,3.628,Public
3332,0.882,13.063,Public
3332,1.342,13.033,Public
3332,0.522,12.143,Public
3351,0.582,8.879,Public
3351,1.372,6.98,Public
3351,0.372,6.652,Public
3351,-0.098,4.361,Public
3351,-1.488,3.377,Public
3351,0.262,13.294,Public
3351,-2.028,4.388,Public
3351,0.832,4.972,Public
3351,0.032,17.262,Public
3351,0.352,16.297,Public
3351,0.532,12.815,Public
3351,0.982,13.233,Public
3351,-0.188,24.301,Public
3351,-0.708,-0.417,Public
3351,0.932,13.276,Public
3351,0.812,5.305,Public
3351,0.592,2.781,Public
3351,1.422,13.188,Public
3351,0.892,14.7,Public
3351,1.212,21.054,Public
3351,1.392,12.381,Public
3351,0.342,22.616,Public
3351,-0.568,5.453,Public
3351,1.142,6.41,Public
3351,-0.798,14.87,Public
3351,-0.018,15.227,Public
3351,0.672,-0.598,Public
3351,0.432,17.06,Public
3351,1.182,22.697,Public
3351,1.512,11.147,Public
3351,0.512,17.175,Public
3351,-0.258,12.905,Public
3351,-0.278,14.594,Public
3351,1.122,24.993,Public
3351,-0.798,-1.095,Public
3351,0.902,5.637,Public
3351,0.512,20.708,Public
3351,-1.178,10.064,Public
3351,0.222,8.2,Public
3377,-0.938,14.34,Public
3377,-1.188,5.271,Public
3377,-0.628,6.933,Public
3377,-0.948,13.531,Public
3377,-0.368,2.697,Public
3377,-0.448,12.221,Public
3377,-0.908,16.269,Public
3377,-0.578,0.155,Public
3377,-0.918,18.275,Public
3377,-0.788,2.066,Public
3377,-1.838,7.783,Public
3377,-1.158,8.285,Public
3377,-1.248,7.378,Public
3377,-0.128,5.227,Public
3377,-0.658,3.486,Public
3377,0.102,8.869,Public
3377,0.792,15.436,Public
3377,-0.048,-2.832,Public
3377,-0.648,3.079,Public
3377,-0.488,6.659,Public
3377,-0.718,21.669,Public
3377,-0.688,19.026,Public
3377,1.092,2.322,Public
3377,-1.458,12.873,Public
3377,0.232,10.538,Public
3377,-0.918,7.441,Public
3377,-0.908,9.481,Public
3377,-1.438,23.116,Public
3377,-0.138,1.155,Public
3377,-0.838,20.537,Public
3377,-0.808,5.404,Public
3377,-1.088,-0.704,Public
3377,-0.268,19.052,Public
3377,-0.378,16.637,Public
3377,-0.388,14.117,Public
3377,1.042,0.114,Public
3377,-0.768,14.413,Public
3377,-0.088,4.82,Public
3377,-1.858,5.888,Public
3377,0.462,17.617,Public
3377,-0.498,-0.227,Public
3377,-2.248,3.833,Public
3377,-0.178,10.298,Public
3377,-0.488,-0.009,Public
3377,0.022,18.863,Public
3427,-0.038,13.874,Catholic
3427,-0.498,13.824,Catholic
3427,0.422,19.372,Catholic
3427,-0.718,21.296,Catholic
3427,-0.258,24.107,Catholic
3427,0.062,20.232,Catholic
3427,0.632,24.401,Catholic
3427,-0.678,15.381,Catholic
3427,-0.088,22.779,Catholic
3427,0.862,13.774,Catholic
3427,-0.418,18.072,Catholic
3427,-0.038,15.127,Catholic
3427,1.312,23.163,Catholic
3427,1.002,18.013,Catholic
3427,0.862,16.703,Catholic
3427,-0.268,19.561,Catholic
3427,1.312,22.245,Catholic
3427,0.512,21.508,Catholic
3427,-0.418,15.642,Catholic
3427,0.922,22.667,Catholic
3427,0.022,20.877,Catholic
3427,-0.018,22.273,Catholic
3427,-0.258,21.828,Catholic
3427,0.432,24.993,Catholic
3427,-0.118,16.374,Catholic
3427,0.622,16.622,Catholic
3427,1.282,13.571,Catholic
3427,1.512,18.049,Catholic
3427,0.062,20.784,Catholic
3427,1.082,16.641,Catholic
3427,-0.298,17.28,Catholic
3427,-0.158,21.872,Catholic
3427,-0.298,24.812,Catholic
3427,-0.048,22.801,Catholic
3427,0.432,20.961,Catholic
3427,-0.908,20.786,Catholic
3427,0.672,20.621,Catholic
3427,-1.288,21.444,Catholic
3427,-0.008,20.319,Catholic
3427,0.422,21.038,Catholic
3427,-0.218,19.8,Catholic
3427,-0.758,23.817,Catholic
3427,0.792,23.83,Catholic
3427,0.482,23.09,Catholic
3427,-1.318,19.606,Catholic
3427,0.172,21.378,Catholic
3427,0.442,12.046,Catholic
3427,-0.168,24.147,Catholic
3427,0.452,12.663,Catholic
3498,1.152,4.259,Catholic
3498,0.702,14.653,Catholic
3498,1.262,3.243,Catholic
3498,-0.078,13.372,Catholic
3498,0.932,14.035,Catholic
3498,1.512,16.807,Catholic
3498,1.022,20.251,Catholic
3498,0.372,19.222,Catholic
3498,0.902,18.402,Catholic
3498,0.892,13.488,Catholic
3498,1.222,21.797,Catholic
3498,-0.088,13.707,Catholic
3498,0.682,3.213,Catholic
3498,-1.088,19.8,Catholic
3498,1.282,14.261,Catholic
3498,0.102,4.845,Catholic
3498,0.532,13.094,Catholic
3498,1.182,21.444,Catholic
3498,0.982,21.035,Catholic
3498,-0.148,10.276,Catholic
3498,0.602,19.268,Catholic
3498,0.532,21.366,Catholic
3498,0.272,20.514,Catholic
3498,0.472,15.495,Catholic
3498,1.392,19.987,Catholic
3498,0.402,24.076,Catholic
3498,-0.108,19.707,Catholic
3498,0.762,15.019,Catholic
3498,0.572,18.704,Catholic
3498,1.422,20.707,Catholic
3498,-0.098,17.769,Catholic
3498,1.282,12.357,Catholic
3498,1.082,21.051,Catholic
3498,-0.478,18.28,Catholic
3498,0.422,21.539,Catholic
3498,0.042,17.922,Catholic
3498,0.832,20.064,Catholic
3498,0.942,19.083,Catholic
3498,0.452,16.85,Catholic
3498,1.372,17.581,Catholic
3498,0.192,10.937,Catholic
3498,-0.188,14.755,Catholic
3498,1.262,11.785,Catholic
3498,0.122,16.289,Catholic
3498,0.062,19.958,Catholic
3498,1.142,19.68,Catholic
3498,1.262,15.517,Catholic
3498,0.282,16.848,Catholic
3498,1.012,18.808,Catholic
3498,0.872,21.688,Catholic
3498,0.802,16.686,Catholic
3498,1.122,7.007,Catholic
3498,1.512,20.193,Catholic
3499,0.562,15.165,Catholic
3499,0.592,10.491,Catholic
3499,-0.748,7.605,Catholic
3499,0.792,17.419,Catholic
3499,0.502,23.294,Catholic
3499,1.342,20.432,Catholic
3499,-0.098,14.298,Catholic
3499,1.092,14.418,Catholic
3499,0.752,22.418,Catholic
3499,0.762,10.986,Catholic
3499,0.802,13.816,Catholic
3499,0.932,7.846,Catholic
3499,0.342,4.769,Catholic
3499,1.102,12.938,Catholic
3499,-0.278,9.513,Catholic
3499,0.412,8.87,Catholic
3499,0.842,10.953,Catholic
3499,-0.138,16.741,Catholic
3499,-1.168,19.923,Catholic
3499,1.182,4.237,Catholic
3499,-0.458,5.813,Catholic
3499,0.562,22.468,Catholic
3499,1.342,19.258,Catholic
3499,0.932,11.363,Catholic
3499,0.982,4.487,Catholic
3499,0.352,12.35,Catholic
3499,0.752,17.867,Catholic
3499,-0.028,15.259,Catholic
3499,0.702,17.932,Catholic
3499,0.472,17.594,Catholic
3499,-0.028,19.406,Catholic
3499,-0.388,7.931,Catholic
3499,0.732,10.527,Catholic
3499,0.192,12.543,Catholic
3499,-0.238,4.48,Catholic
3499,-0.688,12.47,Catholic
3499,1.082,18.148,Catholic
3499,1.242,8.48,Catholic
3533,-0.338,1.26,Catholic
3533,0.132,23.168,Catholic
3533,-0.348,15.237,Catholic
3533,0.482,2.21,Catholic
3533,-0.438,11.038,Catholic
3533,-0.368,4.36,Catholic
3533,0.252,-0.06,Catholic
3533,-0.938,-2.142,Catholic
3533,-0.148,2.913,Catholic
3533,-0.818,2.117,Catholic
3533,-0.798,17.225,Catholic
3533,-0.178,16.494,Catholic
3533,0.892,22.969,Catholic
3533,-0.398,9.246,Catholic
3533,-0.128,18.938,Catholic
3533,0.922,16.73,Catholic
3533,0.472,6.68,Catholic
3533,0.592,2.834,Catholic
3533,-0.588,8.753,Catholic
3533,-0.798,8.167,Catholic
3533,-0.838,5.383,Catholic
3533,0.232,0.432,Catholic
3533,0.442,17.449,Catholic
3533,-0.218,12.114,Catholic
3533,-0.438,16.069,Catholic
3533,0.132,13.543,Catholic
3533,0.372,6.913,Catholic
3533,-0.538,17.55,Catholic
3533,0.792,-2.582,Catholic
3533,0.182,-2.832,Catholic
3533,-0.208,4.25,Catholic
3533,0.422,8.456,Catholic
3533,-1.158,18.417,Catholic
3533,0.472,13.957,Catholic
3533,-0.308,4.27,Catholic
3533,-0.008,13.51,Catholic
3533,-0.418,10.121,Catholic
3533,-0.218,17.361,Catholic
3533,-0.618,21.01,Catholic
3533,-0.708,13.419,Catholic
3533,-0.778,15.733,Catholic
3533,-0.478,21.199,Catholic
3533,0.472,9.87,Catholic
3533,-0.618,13.037,Catholic
3533,0.622,18.261,Catholic
3533,0.532,14.916,Catholic
3533,-0.408,4.799,Catholic
3533,-0.628,4.872,Catholic
3610,0.632,12.164,Catholic
3610,0.322,16.902,Catholic
3610,0.492,14.908,Catholic
3610,-0.108,17.915,Catholic
3610,1.372,22.713,Catholic
3610,0.342,18.94,Catholic
3610,0.942,14.811,Catholic
3610,-0.078,21.734,Catholic
3610,0.852,22.293,Catholic
3610,0.942,16.439,Catholic
3610,0.012,17.522,Catholic
3610,0.722,22.384,Catholic
3610,-1.048,1.443,Catholic
3610,0.452,14.46,Catholic
3610,0.942,24.545,Catholic
3610,0.502,14.387,Catholic
3610,-0.448,15.053,Catholic
3610,1.012,21.034,Catholic
3610,-0.418,4.695,Catholic
3610,-0.078,11.691,Catholic
3610,0.432,14.63,Catholic
3610,0.062,15.045,Catholic
3610,-0.488,16.854,Catholic
3610,0.272,17.409,Catholic
3610,-0.548,3.005,Catholic
3610,-0.758,8.924,Catholic
3610,0.652,23.336,Catholic
3610,-0.708,23.822,Catholic
3610,-0.658,6.207,Catholic
3610,0.472,18.111,Catholic
3610,-0.578,22.813,Catholic
3610,0.842,8.622,Catholic
3610,0.132,21.31,Catholic
3610,-0.458,2.785,Catholic
3610,-0.648,14.759,Catholic
3610,-0.108,23.619,Catholic
3610,-0.548,11.267,Catholic
3610,1.332,16.139,Catholic
3610,0.432,14.598,Catholic
3610,1.262,23.723,Catholic
3610,-0.678,8.565,Catholic
3610,0.792,15.896,Catholic
3610,0.892,9.03,Catholic
3610,1.292,11.243,Catholic
3610,-0.398,8.633,Catholic
3610,-0.188,9.949,Catholic
3610,-0.228,20.863,Catholic
3610,-0.008,14.126,Catholic
3610,0.602,13.942,Catholic
3610,1.072,17.007,Catholic
3610,-0.258,18.874,Catholic
3610,-0.488,5.228,Catholic
3610,-0.318,9.993,Catholic
3610,-0.038,13.301,Catholic
3610,0.042,16.428,Catholic
3610,0.092,19.533,Catholic
3610,-0.368,8.92,Catholic
3610,-0.408,9.762,Catholic
3610,-0.478,22.357,Catholic
3610,-0.248,21.776,Catholic
3610,-0.408,19.899,Catholic
3610,0.812,12.565,Catholic
3610,-0.338,22.688,Catholic
3610,-0.808,19.128,Catholic
3657,1.062,22.04,Public
3657,-1.258,2.832,Public
3657,-0.068,21.136,Public
3657,-0.288,13.156,Public
3657,0.452,17.508,Public
3657,-0.748,5.122,Public
3657,-0.478,7.147,Public
3657,-0.078,3.448,Public
3657,-1.048,17.736,Public
3657,0.252,20.048,Public
3657,-0.438,3.967,Public
3657,-1.398,0.93,Public
3657,-0.168,3.008,Public
3657,-0.538,11.809,Public
3657,1.022,12.267,Public
3657,-0.688,21.082,Public
3657,-1.358,8.043,Public
3657,-1.068,8.152,Public
3657,-0.858,6.504,Public
3657,-1.948,-1.073,Public
3657,-0.828,2.984,Public
3657,-0.128,13.382,Public
3657,-0.718,2.671,Public
3657,1.512,18.61,Public
3657,-1.358,5.528,Public
3657,-1.978,12.486,Public
3657,-0.928,1.471,Public
3657,-0.248,-1.712,Public
3657,-0.918,2.993,Public
3657,0.452,23.205,Public
3657,-1.598,23.053,Public
3657,-1.358,3.583,Public
3657,-0.128,6.506,Public
3657,-1.148,24.993,Public
3657,0.212,23.413,Public
3657,0.172,8.141,Public
3657,-1.038,4.858,Public
3657,-1.488,1.912,Public
3657,-1.838,2.957,Public
3657,-1.338,16.732,Public
3657,-0.678,0.008,Public
3657,0.172,3.973,Public
3657,-1.058,11.771,Public
3657,-0.628,17.662,Public
3657,-0.768,8.464,Public
3657,-0.458,6.69,Public
3657,-0.938,15.549,Public
3657,-1.068,-1.045,Public
3657,-0.898,1.125,Public
3657,-2.008,5.891,Public
3657,-0.448,12.864,Public
3688,0.132,11.233,Catholic
3688,1.262,1.076,Catholic
3688,0.542,21.734,Catholic
3688,-0.028,1.776,Catholic
3688,0.182,7.838,Catholic
3688,0.722,21.161,Catholic
3688,0.762,23.363,Catholic
3688,-0.008,21.023,Catholic
3688,1.332,24.138,Catholic
3688,0.062,19.719,Catholic
3688,0.482,7.043,Catholic
3688,0.732,22.022,Catholic
3688,0.392,18.839,Catholic
3688,0.442,17.999,Catholic
3688,0.102,20.358,Catholic
3688,-0.458,20.449,Catholic
3688,0.362,5.425,Catholic
3688,0.722,18.309,Catholic
3688,0.132,8.156,Catholic
3688,0.512,22.031,Catholic
3688,0.902,14.129,Catholic
3688,-0.138,7.762,Catholic
3688,0.932,15.969,Catholic
3688,1.432,18.614,Catholic
3688,-0.078,6.928,Catholic
3688,-0.058,21.935,Catholic
3688,0.222,17.308,Catholic
3688,-0.358,21.444,Catholic
3688,0.752,19.62,Catholic
3688,1.072,19.566,Catholic
3688,1.262,20.677,Catholic
3688,0.152,1.84,Catholic
3688,0.952,11.178,Catholic
3688,-0.048,3.078,Catholic
3688,-1.408,19.906,Catholic
3688,0.382,15.102,Catholic
3688,0.852,10.226,Catholic
3688,0.542,14.372,Catholic
3688,0.532,11.252,Catholic
3688,0.502,13.589,Catholic
3688,0.502,14.073,Catholic
3688,0.422,11.021,Catholic
3688,-0.288,6.938,Catholic
3705,1.292,18.032,Catholic
3705,0.062,3.78,Catholic
3705,0.072,0.583,Catholic
3705,0.432,4.215,Catholic
3705,0.612,10.16,Catholic
3705,-0.458,23.152,Catholic
3705,0.802,16.286,Catholic
3705,-0.328,8.147,Catholic
3705,-0.078,4.285,Catholic
3705,-0.288,4.72,Catholic
3705,1.292,12.963,Catholic
3705,0.302,13.207,Catholic
3705,1.512,8.845,Catholic
3705,0.412,13.695,Catholic
3705,0.112,10.921,Catholic
3705,0.212,15.469,Catholic
3705,0.542,15.554,Catholic
3705,-1.048,9.283,Catholic
3705,0.052,10.957,Catholic
3705,-0.748,11.411,Catholic
3705,0.592,16.918,Catholic
3705,0.842,1.133,Catholic
3705,0.072,12.889,Catholic
3705,1.012,8.741,Catholic
3705,-1.478,0.525,Catholic
3705,0.752,4.054,Catholic
3705,-1.138,10.712,Catholic
3705,-0.178,16.977,Catholic
3705,1.182,-1.254,Catholic
3705,0.382,12.542,Catholic
3705,-0.278,11.598,Catholic
3705,0.712,6.196,Catholic
3705,1.012,13.162,Catholic
3705,-1.188,9.542,Catholic
3705,0.372,12.647,Catholic
3705,0.182,17.57,Catholic
3705,0.122,-2.832,Catholic
3705,1.452,17.517,Catholic
3705,-0.138,4.522,Catholic
3705,-0.098,17.241,Catholic
3705,0.192,-0.128,Catholic
3705,0.622,20.067,Catholic
3705,0.372,17.701,Catholic
3705,0.192,12.223,Catholic
3705,0.232,8.998,Catholic
3716,-0.018,23.14,Public
3716,-0.678,-2.832,Public
3716,-1.578,6.189,Public
3716,0.502,15.271,Public
3716,0.042,8.067,Public
3716,0.212,13.131,Public
3716,-0.358,5.206,Public
3716,-1.498,-1.922,Public
3716,-0.508,20.271,Public
3716,-2.128,-0.568,Public
3716,0.282,23.855,Public
3716,0.202,19.359,Public
3716,-0.188,8.052,Public
3716,0.482,23.912,Public
3716,-0.918,9.431,Public
3716,-0.568,14.477,Public
3716,-1.498,5.902,Public
3716,0.832,17.321,Public
3716,-1.048,-2.559,Public
3716,0.462,19.716,Public
3716,0.212,11.522,Public
3716,1.062,21.964,Public
3716,-1.068,10.911,Public
3716,-1.128,1.242,Public
3716,-0.808,8.494,Public
3716,-1.208,3.115,Public
3716,-0.338,0.066,Public
3716,-1.218,4.418,Public
3716,0.002,18.031,Public
3716,-1.308,13.74,Public
3716,-0.318,4.521,Public
3716,-0.418,20.579,Public
3716,-1.208,8.494,Public
3716,-1.058,1.248,Public
3716,0.942,1.316,Public
3716,0.482,16.706,Public
3716,1.262,21.512,Public
3716,-0.508,3.441,Public
3716,-1.158,22.894,Public
3716,-0.538,-0.167,Public
3716,-0.958,5.649,Public
3838,-0.898,8.291,Catholic
3838,0.432,22.805,Catholic
3838,0.792,10.294,Catholic
3838,-0.178,8.57,Catholic
3838,1.182,9.137,Catholic
3838,0.642,10.041,Catholic
3838,0.592,24.133,Catholic
3838,-0.528,16.83,Catholic
3838,0.982,21.067,Catholic
3838,0.392,10.882,Catholic
3838,-0.318,9.545,Catholic
3838,1.072,16.25,Catholic
3838,-0.178,17.068,Catholic
3838,0.052,11.128,Catholic
3838,0.502,9.478,Catholic
3838,-1.218,12.112,Catholic
3838,1.132,17.645,Catholic
3838,-0.848,9.79,Catholic
3838,0.772,13.003,Catholic
3838,-0.068,8.949,Catholic
3838,-1.448,16.003,Catholic
3838,0.232,23.371,Catholic
3838,-0.768,16.158,Catholic
3838,0.202,21.923,Catholic
3838,0.162,20.116,Catholic
3838,1.022,23.443,Catholic
3838,0.952,17.732,Catholic
3838,0.422,10.112,Catholic
3838,0.812,20.322,Catholic
3838,0.532,13.402,Catholic
3838,-1.208,13.697,Catholic
3838,0.342,12.424,Catholic
3838,0.312,16.261,Catholic
3838,0.102,20.583,Catholic
3838,-0.578,22.365,Catholic
3838,0.142,12.05,Catholic
3838,-0.288,18.182,Catholic
3838,0.902,20.305,Catholic
3838,0.152,12.176,Catholic
3838,-0.388,24.623,Catholic
3838,0.452,11.715,Catholic
3838,0.212,12.005,Catholic
3838,0.682,15.513,Catholic
3838,-0.118,21.2,Catholic
3838,-0.728,23.053,Catholic
3838,-0.548,22.284,Catholic
3838,-0.108,19.685,Catholic
3838,0.812,18.325,Catholic
3838,-0.958,14.045,Catholic
3838,0.612,22.735,Catholic
3838,0.942,8.675,Catholic
3838,-0.538,14.401,Catholic
3838,0.662,18.628,Catholic
3838,0.552,22.862,Catholic
3881,0.042,0.785,Public
3881,0.712,7.293,Public
3881,0.112,2.543,Public
3881,-0.008,16.815,Public
3881,-0.068,13.392,Public
3881,0.762,15.85,Public
3881,0.162,10.853,Public
3881,-0.138,5.29,Public
3881,-0.348,4.723,Public
3881,-0.048,5.816,Public
3881,-0.408,4.765,Public
3881,-0.468,15.77,Public
3881,-0.358,22.835,Public
3881,-0.208,2.875,Public
3881,0.192,11.29,Public
3881,0.382,3.631,Public
3881,-0.288,6.215,Public
3881,-0.918,18.368,Public
3881,-0.278,14.728,Public
3881,-0.238,23.736,Public
3881,-0.118,14.77,Public
3881,0.772,18.472,Public
3881,0.392,19.277,Public
3881,1.172,12.535,Public
3881,0.552,5.924,Public
3881,-0.628,8.141,Public
3881,0.512,19.74,Public
3881,0.972,22.056,Public
3881,0.642,9.178,Public
3881,0.792,21.434,Public
3881,-0.118,13.282,Public
3881,-0.678,7.557,Public
3881,0.542,6.373,Public
3881,0.992,13.388,Public
3881,-0.298,19.845,Public
3881,0.302,8.64,Public
3881,0.572,6.098,Public
3881,1.152,24.079,Public
3881,-0.058,14.7,Public
3881,-0.358,5.112,Public
3881,-0.468,11.744,Public
3967,-0.498,14.543,Public
3967,-0.798,13.424,Public
3967,-0.548,9.408,Public
3967,-0.368,0.492,Public
3967,-0.948,9.09,Public
3967,-0.538,14.43,Public
3967,-0.988,9.086,Public
3967,-0.388,11.489,Public
3967,-0.858,10.613,Public
3967,-0.678,9.66,Public
3967,-0.208,14.805,Public
3967,1.082,23.664,Public
3967,-0.808,10.786,Public
3967,0.502,22.677,Public
3967,-0.628,15.041,Public
3967,0.552,15.241,Public
3967,0.782,12.924,Public
3967,-0.248,17.995,Public
3967,0.592,1.918,Public
3967,0.232,23.696,Public
3967,-0.368,21.386,Public
3967,-1.328,-0.052,Public
3967,-0.198,11.376,Public
3967,-0.968,7.944,Public
3967,0.272,9.008,Public
3967,0.102,3.693,Public
3967,-0.708,15.008,Public
3967,-1.048,8.199,Public
3967,-0.778,0.023,Public
3967,0.452,17.075,Public
3967,-0.288,11.198,Public
3967,-0.038,19.423,Public
3967,-0.278,2.913,Public
3967,-0.208,3.197,Public
3967,1.132,7.264,Public
3967,-0.158,16.354,Public
3967,0.322,19.654,Public
3967,-0.278,20.518,Public
3967,0.752,10.313,Public
3967,-0.208,2.558,Public
3967,-0.538,19.956,Public
3967,-1.128,19.138,Public
3967,-0.828,5.924,Public
3967,-0.688,3.036,Public
