"Latitude","Longitude","tjan","tfeb","tmar","tapr","tmay","tjun","tjul","taug","tsep","toct","tnov","tdec","pjan","pfeb","pmar","papr","pmay","pjun","pjul","paug","psep","poct","pnov","pdec","tave","tmax","tmin","gdd0","gdd5","mtco","mtwa","annp"
54.733,-105.433,-19.4,-15.1,-8.3,1.7,9.2,14,16.3,14.9,9.2,2.9,-8.2,-16.9,24,17,25,25,39,75,86,61,50,25,28,27,0.03,34.2,-48.9,2035,1132.7,-19.4,16.3,482
55.25,-105.267,-19,-14.8,-8,2.1,9.3,14.1,16.3,15,9.3,2.7,-8.3,-16.9,21,15,21,26,37,78,89,60,50,27,26,22,0.15,34,-49,2051.1,1145.1,-19,16.3,472
57.8,-105.683,-24,-20.1,-12.8,-2,6.6,12.7,15.6,13.8,7.2,0.2,-12.6,-21.7,20,16,20,28,37,64,79,67,49,37,25,22,-3.09,31.1,-50.1,1692.2,904.2,-24,15.6,464
57.8,-105.683,-24,-20.1,-12.8,-2,6.6,12.7,15.6,13.8,7.2,0.2,-12.6,-21.7,20,16,20,28,37,64,79,67,49,37,25,22,-3.09,31.1,-50.1,1692.2,904.2,-24,15.6,464
59.5,-105.75,-28.7,-23.7,-16.9,-3.8,5.4,12,14.9,13.3,6.4,-0.4,-13.7,-23.2,20,13,19,20,25,49,57,63,41,31,29,24,-4.87,32.7,-52.4,1553.1,805.3,-28.7,14.9,391
59.5,-105.75,-28.7,-23.7,-16.9,-3.8,5.4,12,14.9,13.3,6.4,-0.4,-13.7,-23.2,20,13,19,20,25,49,57,63,41,31,29,24,-4.87,32.7,-52.4,1553.1,805.3,-28.7,14.9,391
60.2,-105.383,-29.6,-25.5,-19.3,-6.7,2.9,10.4,14.2,12.5,5.6,-2,-15.1,-24.2,17,11,18,20,25,46,60,59,45,33,26,21,-6.4,31.4,-52.3,1343.7,665.8,-29.6,14.2,381
61.1,-104.883,-30.3,-26.9,-21.1,-8.8,1.2,9.2,13.5,11.7,4.7,-3,-16,-25,17,11,18,19,22,42,57,55,42,33,25,19,-7.57,29.8,-52.4,1191.2,561.8,-30.3,13.5,360
48.92,-111.12,-8.7,-5.4,-1.4,5.2,11,15.6,19,18.5,12.4,7.2,-1.4,-6.9,23,15,26,34,55,69,35,39,36,16,14,22,5.43,39.2,-46.7,2686.9,1623.5,-8.7,19,384
63,-100,-32.4,-32,-27.9,-17.9,-7,3.5,10.5,8.9,2.2,-7.3,-20.2,-27.9,8,5,10,15,17,25,46,41,47,37,17,10,-12.29,26.1,-49,709.6,246.8,-32.4,10.5,278
60.83,-100.67,-30.8,-30.1,-25.7,-15.3,-4.8,5.3,12.1,10.5,3.5,-5.6,-18.1,-26.3,10,6,12,16,24,32,54,44,55,42,20,12,-10.44,29.5,-49.8,892.6,375,-30.8,12.1,327
59.58,-101.17,-29.2,-26.3,-20.1,-8.4,1.3,9.8,14.4,12.5,5.3,-2.6,-15.4,-24.3,17,11,17,20,28,48,66,52,53,39,25,19,-6.92,29.2,-49.5,1283.4,639.9,-29.2,14.4,395
59.11,-101.43,-29,-26.1,-19.8,-8.2,1.3,9.7,14.4,12.5,5.5,-2.4,-15.1,-24.1,18,11,17,20,30,50,67,53,56,41,27,20,-6.78,29.9,-49.8,1287.7,640.5,-29,14.4,410
58.75,-100,-27.9,-24.8,-18.4,-6.7,2.6,10.5,14.9,12.9,6,-1.8,-14.6,-23.5,18,12,15,18,32,53,71,59,55,39,27,19,-5.9,32.1,-50.4,1387.5,707.5,-27.9,14.9,418
58.87,-100.3,-28.2,-25.1,-18.7,-7,2.4,10.5,14.8,12.9,5.9,-1.8,-14.8,-23.7,18,12,15,19,31,52,69,57,55,39,26,19,-6.07,31.9,-50.3,1376.6,701.2,-28.2,14.8,412
55.75,-105.67,-21.7,-17.9,-10.4,0.2,8.1,14,16.8,15.1,9,2.1,-9.8,-19.2,22,16,20,25,38,75,85,62,58,37,33,27,-1.14,34.1,-48.1,1971.3,1109.7,-21.7,16.8,498
55.75,-105.67,-21.7,-17.9,-10.4,0.2,8.1,14,16.8,15.1,9,2.1,-9.8,-19.2,22,16,20,25,38,75,85,62,58,37,33,27,-1.14,34.1,-48.1,1971.3,1109.7,-21.7,16.8,498
55.75,-105.67,-21.7,-17.9,-10.4,0.2,8.1,14,16.8,15.1,9,2.1,-9.8,-19.2,22,16,20,25,38,75,85,62,58,37,33,27,-1.14,34.1,-48.1,1971.3,1109.7,-21.7,16.8,498
55.75,-105.67,-21.7,-17.9,-10.4,0.2,8.1,14,16.8,15.1,9,2.1,-9.8,-19.2,22,16,20,25,38,75,85,62,58,37,33,27,-1.14,34.1,-48.1,1971.3,1109.7,-21.7,16.8,498
55.75,-105,-22.2,-18.3,-10.6,0.1,8,13.8,16.7,15,8.8,1.9,-10,-19.4,23,17,20,26,37,72,81,58,59,37,35,29,-1.35,34,-48,1944.1,1088.2,-22.2,16.7,494
55.75,-105,-22.2,-18.3,-10.6,0.1,8,13.8,16.7,15,8.8,1.9,-10,-19.4,23,17,20,26,37,72,81,58,59,37,35,29,-1.35,34,-48,1944.1,1088.2,-22.2,16.7,494
55.75,-105,-22.2,-18.3,-10.6,0.1,8,13.8,16.7,15,8.8,1.9,-10,-19.4,23,17,20,26,37,72,81,58,59,37,35,29,-1.35,34,-48,1944.1,1088.2,-22.2,16.7,494
55.75,-105,-22.2,-18.3,-10.6,0.1,8,13.8,16.7,15,8.8,1.9,-10,-19.4,23,17,20,26,37,72,81,58,59,37,35,29,-1.35,34,-48,1944.1,1088.2,-22.2,16.7,494
55,-102,-22.2,-18.1,-10.6,0.3,8.7,14.8,17.8,16.2,9.3,2.9,-8.8,-18.8,21,18,20,22,44,70,79,67,62,39,26,27,-0.71,35.7,-48.2,2106.9,1227.4,-22.2,17.8,495
55,-102,-22.2,-18.1,-10.6,0.3,8.7,14.8,17.8,16.2,9.3,2.9,-8.8,-18.8,21,18,20,22,44,70,79,67,62,39,26,27,-0.71,35.7,-48.2,2106.9,1227.4,-22.2,17.8,495
55,-102,-22.2,-18.1,-10.6,0.3,8.7,14.8,17.8,16.2,9.3,2.9,-8.8,-18.8,21,18,20,22,44,70,79,67,62,39,26,27,-0.71,35.7,-48.2,2106.9,1227.4,-22.2,17.8,495
55,-102,-22.2,-18.1,-10.6,0.3,8.7,14.8,17.8,16.2,9.3,2.9,-8.8,-18.8,21,18,20,22,44,70,79,67,62,39,26,27,-0.71,35.7,-48.2,2106.9,1227.4,-22.2,17.8,495
55,-102,-22.2,-18.1,-10.6,0.3,8.7,14.8,17.8,16.2,9.3,2.9,-8.8,-18.8,21,18,20,22,44,70,79,67,62,39,26,27,-0.71,35.7,-48.2,2106.9,1227.4,-22.2,17.8,495
55,-102,-22.2,-18.1,-10.6,0.3,8.7,14.8,17.8,16.2,9.3,2.9,-8.8,-18.8,21,18,20,22,44,70,79,67,62,39,26,27,-0.71,35.7,-48.2,2106.9,1227.4,-22.2,17.8,495
53.75,-102.67,-22.5,-18.2,-10.5,1.5,9.5,15,17.6,16.1,10.1,3.9,-7.8,-17.8,18,16,19,22,40,69,75,62,56,34,24,24,-0.26,37.7,-48,2198,1282.5,-22.5,17.6,459
53.75,-102.67,-22.5,-18.2,-10.5,1.5,9.5,15,17.6,16.1,10.1,3.9,-7.8,-17.8,18,16,19,22,40,69,75,62,56,34,24,24,-0.26,37.7,-48,2198,1282.5,-22.5,17.6,459
53.75,-102.67,-22.5,-18.2,-10.5,1.5,9.5,15,17.6,16.1,10.1,3.9,-7.8,-17.8,18,16,19,22,40,69,75,62,56,34,24,24,-0.26,37.7,-48,2198,1282.5,-22.5,17.6,459
53.75,-102.67,-22.5,-18.2,-10.5,1.5,9.5,15,17.6,16.1,10.1,3.9,-7.8,-17.8,18,16,19,22,40,69,75,62,56,34,24,24,-0.26,37.7,-48,2198,1282.5,-22.5,17.6,459
53.75,-102.67,-22.5,-18.2,-10.5,1.5,9.5,15,17.6,16.1,10.1,3.9,-7.8,-17.8,18,16,19,22,40,69,75,62,56,34,24,24,-0.26,37.7,-48,2198,1282.5,-22.5,17.6,459
54.33,-104.83,-22.4,-18.3,-10.4,0.4,8.8,14.2,16.9,15.3,9.2,2.8,-9,-18.9,21,18,23,26,43,74,79,62,59,37,31,28,-0.95,35.1,-47.1,2032.5,1153,-22.4,16.9,501
54.33,-104.83,-22.4,-18.3,-10.4,0.4,8.8,14.2,16.9,15.3,9.2,2.8,-9,-18.9,21,18,23,26,43,74,79,62,59,37,31,28,-0.95,35.1,-47.1,2032.5,1153,-22.4,16.9,501
53.55,-108.17,-20.3,-15.5,-9.4,1.9,9.5,13.8,16,14.9,9.2,3.4,-7.4,-16.5,24,18,23,19,34,67,75,56,39,18,17,27,-0.03,36,-50.1,2044.7,1130.3,-20.3,16,417
51.83,-101.08,-18.9,-15.6,-8.6,1.9,9.9,15,17.2,15.8,9.7,3.7,-7.1,-16.3,21,19,32,30,49,82,85,64,60,34,23,26,0.56,38.1,-45.2,2181.5,1260.2,-18.9,17.2,525
51.83,-101.08,-18.9,-15.6,-8.6,1.9,9.9,15,17.2,15.8,9.7,3.7,-7.1,-16.3,21,19,32,30,49,82,85,64,60,34,23,26,0.56,38.1,-45.2,2181.5,1260.2,-18.9,17.2,525
50.88,-100.05,-19.6,-16.7,-8.6,1.7,9.9,15,18.2,16.5,10.6,4.3,-6,-16.6,22,18,27,34,51,89,72,85,69,46,31,24,0.73,39.2,-44.1,2274.4,1345,-19.6,18.2,568
50.65,-103.59,-17.3,-13.6,-6.6,3.6,11,15.9,18.6,17.4,11.3,4.9,-5.3,-14.1,22,15,20,23,51,63,66,46,41,23,15,21,2.15,40.5,-46.4,2458.6,1488.3,-17.3,18.6,406
50.42,-101,-18.1,-14.7,-7.7,3.1,10.9,15.7,18.2,17,10.9,4.5,-6.2,-15.2,20,20,25,28,46,72,68,65,52,29,19,20,1.53,39.8,-44.2,2386.1,1432.1,-18.1,18.2,464
49.67,-100.75,-17.5,-13.8,-6.6,3.8,11.2,16.7,19.4,18.2,11.8,5.6,-4.7,-14.2,24,20,21,39,53,72,67,64,52,28,16,20,2.49,40.5,-43.6,2579.6,1596.6,-17.5,19.4,476
49.96,-102.19,-15.8,-13.5,-6.1,3.6,11.1,15.9,18.6,17.2,11.2,4.8,-5.3,-13.9,22,17,24,30,51,73,66,62,54,25,15,21,2.32,39.5,-43.3,2450.8,1480.7,-15.8,18.6,460
49.02,-100.05,-16.7,-13.3,-6.5,3.6,11.2,16.1,18.9,17.8,11.5,5.1,-4.8,-13.9,29,22,30,49,66,95,80,85,58,38,26,26,2.42,40.2,-41.5,2505.8,1531.1,-16.7,18.9,604
49.07,-100.07,-16.6,-13.2,-6.5,3.6,11.3,16.1,18.9,17.8,11.5,5.2,-4.8,-13.9,30,23,30,50,67,93,80,85,58,38,26,27,2.45,40.1,-41.6,2511.5,1535.7,-16.6,18.9,607
49.07,-100.15,-16.8,-13.4,-6.6,3.5,11.2,16.2,18.9,17.9,11.6,5.3,-4.8,-14,29,23,30,51,67,93,79,84,58,38,26,27,2.42,40.2,-41.3,2517.7,1542.4,-16.8,18.9,605
56.75,-100.25,-25.4,-21.7,-14.3,-2.7,5.8,12.5,16,14.1,7.4,0.3,-12.2,-21.8,5,4,4,4,7,8,9,8,8,6,6,5,-3.5,34.3,-48.8,1686.2,909.1,-25.4,16,74
56.98,-100.64,-25.5,-21.6,-14.1,-2.5,6,12.6,16,14.1,7.2,0.1,-12.5,-22.1,22,16,16,21,43,66,78,69,60,41,31,25,-3.53,33.8,-49.2,1687.2,910.8,-25.5,16,488
56.86,-101.37,-25.8,-21.7,-14.3,-2.8,5.7,12.4,15.8,14,7.1,0,-12.4,-22.3,21,16,17,23,43,66,76,71,61,43,32,25,-3.69,33.3,-48.2,1656.3,887.6,-25.8,15.8,494
47.43,-118.96,-3.1,1,4.8,8.9,13.6,17.3,20.7,20.3,15.7,9.2,2.5,-2.3,26,21,21,18,21,16,9,9,12,15,33,36,9.05,41.9,-31.2,3457.2,2137.9,-3.1,20.7,237
47.45,-118.75,-3.3,0.6,4.4,8.3,12.7,16.4,19.7,19.3,15,8.7,2.2,-2.5,28,25,24,20,23,16,11,11,13,17,37,41,8.46,41.3,-31.1,3256.7,1961.4,-3.3,19.7,266
47.21,-119.41,-2.4,2,5.9,10.1,15.4,19.6,23.3,22.7,17.5,10.5,3.6,-1.5,23,15,15,14,15,15,3,5,7,13,24,26,10.56,42.3,-29.8,3961.3,2574.2,-2.4,23.3,175
47.35,-118.68,-2.8,1,4.7,8.5,12.8,16.4,19.8,19.4,15.2,8.8,2.4,-2.2,28,24,24,19,22,16,10,10,13,17,37,40,8.67,41.5,-30.7,3305.3,1990.1,-2.8,19.8,260
46.73,-117.13,-1.6,1.5,4.2,7.6,11.5,15.4,18.7,19,14.5,9,2.9,-1.1,69,51,51,45,44,38,17,23,24,42,70,70,8.47,42.2,-33.6,3165.8,1828.4,-1.6,19,544
47.13,-118.58,-2.4,1.2,4.7,8.3,12.5,16.4,19.9,19.6,15.4,9,2.5,-2.1,27,24,25,20,22,16,9,10,14,19,37,38,8.75,41.9,-31.3,3319.6,1996.3,-2.4,19.9,261
46.88,-119.6,-1.5,2.8,6.7,10.6,15.5,19.7,23,22.5,17.6,10.9,4.2,-0.7,18,12,12,11,13,13,3,6,7,11,19,21,10.94,43.5,-29,4057.5,2621.9,-1.5,23,146
46.8,-118.65,-1.2,2.4,5.8,9.2,13.6,17.7,21.3,20.9,16.3,10,3.6,-0.8,29,24,26,21,23,16,7,10,14,20,36,37,9.9,42.9,-30.9,3671.3,2263.7,-1.2,21.3,263
47.63,-118.86,-3.9,0.1,3.9,8.1,12.6,16.5,20,19.6,14.9,8.5,1.8,-2.9,28,25,25,22,26,19,12,13,14,18,38,41,8.27,40.8,-31.6,3224.3,1958.9,-3.9,20,281
46.8,-119.13,-1.2,2.8,6.4,10.3,14.9,19,22.4,21.9,17.1,10.5,4.1,-0.6,24,17,17,15,17,14,5,7,9,14,26,27,10.63,43.2,-30,3935.2,2500.1,-1.2,22.4,192
47.15,-119.75,-2.6,1.7,5.9,9.9,15,19.3,22.9,22.4,17.3,10.4,3.4,-1.9,19,13,13,13,14,15,4,7,8,11,21,24,10.31,42.5,-30,3886.6,2514.1,-2.6,22.9,162
46.53,-120.26,-1.4,2.3,5.8,9.3,13.5,17.8,20.8,20.4,15.9,9.8,3.6,-1,28,17,16,14,13,13,5,9,10,13,26,32,9.73,43.7,-31.5,3619.4,2217.8,-1.4,20.8,196
46.81,-117.23,-1.4,1.6,4.2,7.5,11.5,15.4,18.7,18.9,14.4,8.9,3,-0.9,68,50,50,42,40,36,16,22,23,39,67,71,8.48,42.2,-33.5,3161.6,1817.1,-1.4,18.9,524
47.7,-118.7,-4.3,-0.4,3.4,7.5,11.8,15.9,19.4,19.1,14.4,8.1,1.4,-3.2,30,27,27,24,29,21,15,15,16,19,41,44,7.76,40.3,-32.1,3069.6,1834.2,-4.3,19.4,308
46.5,-118.93,-1.1,2.5,6,9.8,14.2,18.5,22,21.5,16.5,10.2,3.9,-0.6,31,23,23,19,21,16,7,10,12,19,32,34,10.28,43.4,-32.1,3805.3,2384.2,-1.1,22,247
46.53,-119.88,-0.9,3,6.5,10.1,14.5,18.7,21.6,21.2,16.7,10.5,4.2,-0.2,23,15,15,14,15,13,5,8,10,13,24,27,10.49,44.1,-30.4,3868.7,2418.5,-0.9,21.6,182
47.15,-119.43,-2.4,2.1,6,10.1,15.4,19.6,23.2,22.6,17.5,10.5,3.6,-1.5,23,14,15,13,15,15,3,6,7,12,23,25,10.56,42.4,-29.8,3960.7,2570.3,-2.4,23.2,171
46.78,-118.43,-1,2.5,5.7,9.1,13.2,17.6,21.2,20.9,16.2,10,3.7,-0.7,35,28,30,24,25,19,9,11,15,24,41,42,9.87,43,-31.5,3652,2238.1,-1,21.2,303
47.31,-117.96,-2.2,1.3,4.4,8.1,12.3,16.6,20.2,20,15.3,9,2.8,-1.6,44,32,32,25,26,22,12,13,15,24,46,50,8.85,41.8,-31.5,3336.6,2007.1,-2.2,20.2,341
46.78,-118.51,-0.9,2.6,5.8,9.2,13.4,17.7,21.3,21,16.4,10.1,3.8,-0.6,32,26,28,23,24,18,8,10,15,23,39,40,9.98,43.1,-31,3690.3,2268.8,-0.9,21.3,286
46.76,-118.15,-0.2,3.2,6.3,9.6,13.6,18,21.6,21.4,16.6,10.4,4.4,0.2,40,32,34,26,26,20,10,12,16,25,45,48,10.43,43.6,-31.1,3825.2,2352.2,-0.2,21.6,334
46.8,-119.13,-1.2,2.8,6.4,10.3,14.9,19,22.4,21.9,17.1,10.5,4.1,-0.6,24,17,17,15,17,14,5,7,9,14,26,27,10.63,43.2,-30,3935.2,2500.1,-1.2,22.4,192
46.8,-117.88,-0.3,3,6,9.3,13.3,17.7,21.3,21,16.3,10.3,4.4,0.2,46,36,38,28,27,22,11,13,17,25,48,54,10.21,43.5,-31.7,3747.5,2283.3,-0.3,21.3,365
46.72,-119.03,-1,2.8,6.4,10.2,14.7,18.9,22.3,21.8,17,10.5,4.1,-0.5,25,19,19,16,18,14,5,8,10,16,28,29,10.6,43.3,-30.4,3916.5,2478.7,-1,22.3,207
46.82,-117.65,-0.3,3,5.8,9.1,13.1,17.3,20.8,20.5,15.8,9.9,4.3,0.2,52,39,41,31,30,26,12,16,18,28,50,58,9.96,43.4,-32.2,3655.7,2195,-0.3,20.8,401
46.77,-117.97,-0.3,3,6.1,9.4,13.4,17.8,21.3,21.1,16.4,10.3,4.4,0.2,45,36,37,27,27,21,11,13,17,25,48,53,10.26,43.5,-31.6,3765.8,2301,-0.3,21.3,360
46.63,-118.77,-0.2,3.4,6.8,10.3,14.7,18.9,22.3,21.9,17.1,10.9,4.6,0.2,30,23,24,20,21,15,6,9,12,20,34,35,10.91,43.8,-30.2,4002.2,2518.4,-0.2,22.3,249
47.37,-118.1,-2.9,0.6,4,7.7,11.9,16.2,19.7,19.6,14.9,8.6,2.3,-2.3,41,31,31,24,27,21,13,13,16,24,45,49,8.36,41.4,-32.1,3202.2,1913.1,-2.9,19.7,335
46.7,-119,-1,2.9,6.4,10.2,14.7,18.8,22.2,21.7,16.9,10.5,4.1,-0.4,26,19,20,16,18,14,5,8,10,17,29,30,10.58,43.4,-30.5,3908.4,2466.7,-1,22.2,212
46.77,-118.37,-0.7,2.7,5.9,9.3,13.4,17.8,21.3,21.1,16.4,10.1,3.9,-0.4,36,29,31,24,25,19,9,11,15,24,42,43,10.07,43.2,-31.4,3712.5,2281.2,-0.7,21.3,308
46.73,-119.08,-0.9,3,6.6,10.4,15,19.1,22.5,22,17.2,10.7,4.3,-0.3,24,18,18,15,17,13,5,7,9,15,27,28,10.8,43.5,-30,3983.6,2532.4,-0.9,22.5,196
46.82,-117.85,-0.5,2.8,5.7,9.1,13.1,17.4,21,20.7,16,10,4.1,0,47,37,39,28,28,23,12,14,17,26,49,55,9.95,43.2,-32.1,3658.7,2214.9,-0.5,21,375
47.28,-117.95,-2.3,1.1,4.2,7.9,12.1,16.4,20,19.8,15.1,8.9,2.7,-1.8,45,33,33,26,27,23,13,14,16,25,47,52,8.68,41.7,-31.9,3281.9,1965,-2.3,20,354
46.65,-118.58,0,3.5,6.8,10.2,14.4,18.7,22.2,21.8,17.1,10.8,4.6,0.3,32,25,28,22,23,16,7,10,14,23,38,39,10.87,43.9,-30.2,3985,2491.3,0,22.2,277
46.67,-118.47,-0.2,3.2,6.4,9.8,14,18.3,21.9,21.5,16.8,10.6,4.4,0.1,35,28,30,24,25,18,8,11,15,24,41,42,10.57,43.7,-30.9,3877.6,2406.8,-0.2,21.9,301
46.28,-120.45,-0.5,3,6.4,9.7,13.9,18,21,20.6,16.1,10.1,4.2,-0.3,36,20,19,14,12,11,4,9,10,14,31,39,10.18,43.8,-30.8,3748.7,2296.8,-0.5,21,219
46.93,-117.7,-0.8,2.5,5.2,8.6,12.6,16.9,20.3,20.1,15.4,9.5,3.8,-0.3,52,39,41,31,30,26,13,15,18,27,51,59,9.48,42.8,-32.3,3499.3,2082.9,-0.8,20.3,402
46.78,-118.3,-0.5,2.9,6,9.4,13.5,17.9,21.4,21.2,16.5,10.2,4.1,-0.2,37,30,32,25,25,19,9,11,15,24,43,45,10.2,43.3,-31.3,3753.4,2307.3,-0.5,21.4,315
46.73,-119.62,-1.1,3.1,6.9,10.8,15.5,19.7,22.8,22.3,17.5,10.9,4.5,-0.2,19,12,12,11,13,13,4,6,8,11,19,21,11.06,44.2,-29.2,4081,2622.5,-1.1,22.8,149
46.22,-120.47,-0.8,2.6,5.8,8.9,13.1,17.3,20.3,19.9,15.5,9.7,3.8,-0.5,43,25,23,17,15,13,5,10,11,18,37,47,9.63,43.6,-31.9,3557.6,2134.3,-0.8,20.3,264
47,-118.18,-1.3,2.2,5.4,8.8,12.9,17.3,20.8,20.6,16,9.7,3.5,-0.9,38,30,31,24,24,19,10,11,15,23,43,46,9.58,42.7,-31.2,3560.3,2166.2,-1.3,20.8,314
46.8,-118.08,-0.8,2.6,5.6,9,13,17.4,21,20.8,16.1,9.9,3.9,-0.3,43,35,36,27,27,22,11,13,17,25,47,51,9.85,43.1,-32,3633.7,2207.5,-0.8,21,354
46.33,-120.32,-0.5,3.1,6.7,10.2,14.4,18.6,21.5,21.1,16.5,10.4,4.4,-0.3,27,16,15,12,12,11,4,8,10,12,24,31,10.51,44,-30.5,3867.7,2408,-0.5,21.5,182
46.72,-118.12,-0.7,2.7,5.7,9.1,13.2,17.6,21.2,21,16.2,10.1,4,-0.2,44,35,37,28,29,23,11,13,18,27,48,51,9.99,43.2,-32.2,3681.6,2247.3,-0.7,21.2,364
46.9,-120.47,-3.2,0.5,3.9,7.6,12,16.3,19.6,19.3,14.6,8.5,2,-2.8,38,24,20,17,15,17,7,11,10,16,34,42,8.19,42,-33.4,3166.3,1889.9,-3.2,19.6,251
46.38,-120.7,-0.4,3.1,6.1,9.3,13.5,17.6,20.5,20.1,15.8,9.9,4.3,-0.1,58,32,28,18,13,13,5,10,12,22,46,59,9.98,43.4,-29.5,3666.8,2208.2,-0.4,20.5,316
46.55,-119.8,-1.4,2.5,6.1,9.8,14.4,18.6,21.6,21.2,16.5,10.2,3.8,-0.6,23,15,14,14,15,14,5,8,10,14,23,26,10.23,43.9,-31.1,3791.1,2373.1,-1.4,21.6,181
46.73,-119.42,-0.9,3.2,7,10.9,15.7,19.9,23.1,22.5,17.7,11.1,4.6,-0.1,20,13,13,12,14,12,4,6,8,12,21,22,11.23,43.7,-29.2,4135.9,2669.7,-0.9,23.1,157
46.38,-119.48,-0.4,3.3,6.8,10.6,15,19.2,22.2,21.7,17,10.8,4.6,0.4,25,17,16,14,16,13,5,8,10,15,25,28,10.93,44.7,-30.8,4013.7,2530.1,-0.4,22.2,192
47.1,-118.68,-2.4,1.3,4.7,8.4,12.8,16.6,20.1,19.7,15.4,9,2.6,-2,26,23,24,19,22,16,8,10,14,18,35,37,8.85,41.8,-31.2,3352.8,2024.5,-2.4,20.1,252
47.13,-119.85,-2.5,1.7,6,10,15,19.3,22.8,22.3,17.3,10.4,3.5,-1.8,18,12,12,12,13,15,4,7,7,9,20,22,10.33,42.4,-29.7,3890.3,2514,-2.5,22.8,151
47.6,-119.67,-4.2,-0.1,4.3,8.6,13.5,17.7,21.3,20.9,15.8,9,1.9,-3.4,27,20,19,19,20,18,7,12,11,15,31,35,8.78,40.6,-30.6,3436.8,2163.1,-4.2,21.3,234
47.88,-119.37,-4.9,-0.7,3.5,8,12.8,16.9,20.5,20.1,15,8.3,1.2,-3.9,30,25,24,22,26,22,11,14,14,19,36,39,8.07,39.3,-31.1,3229.2,1997.6,-4.9,20.5,282
47.88,-119.58,-5,-0.9,3.6,8.1,13.1,17.3,20.8,20.4,15.1,8.3,1.2,-4.1,29,23,21,21,23,20,9,14,13,17,34,38,8.16,39.5,-31.9,3275.8,2044,-5,20.8,262
47.73,-119.8,-5.2,-1.4,3.1,7.6,12.4,16.6,20.2,19.9,14.7,8,0.7,-4.6,33,24,22,21,23,21,9,16,14,17,37,41,7.67,39.5,-32.2,3133.4,1928.9,-5.2,20.2,278
46.13,-119.22,0.8,4.1,7.4,10.9,15.2,19.4,22.6,22.1,17.4,11.2,5.4,1.2,33,22,21,17,18,13,6,9,11,19,31,34,11.48,45.1,-31,4206.8,2634.4,0.8,22.6,234
47.83,-119.73,-5.3,-1.4,3.1,7.7,12.5,16.7,20.2,19.9,14.7,8,0.7,-4.6,32,25,22,21,23,21,10,16,14,17,36,41,7.68,39.3,-32.2,3142.5,1937.8,-5.3,20.2,278
46.83,-118.32,-1.1,2.3,5.4,8.9,13,17.4,20.9,20.7,16,9.8,3.5,-0.8,37,30,32,25,25,20,10,12,16,24,43,45,9.67,42.8,-31.8,3583.6,2184.5,-1.1,20.9,319
47.08,-118.85,-2.2,1.6,5.2,9,13.5,17.3,20.7,20.3,15.8,9.4,2.9,-1.8,25,21,21,18,20,15,6,8,12,16,32,33,9.31,41.9,-30.7,3507.4,2155.2,-2.2,20.7,227
45.95,-119.48,0,3.3,6.6,10.1,14.5,18.7,21.8,21.2,16.6,10.5,4.7,0.5,29,20,19,17,19,15,6,10,12,17,28,32,10.71,44.8,-32.4,3927.1,2431.4,0,21.8,224
46.28,-119.48,0,3.8,7.1,10.8,15.1,19.3,22.2,21.7,17.2,11,5,0.9,27,18,17,15,16,13,5,8,10,16,27,29,11.18,45,-30.6,4097.8,2571,0,22.2,201
46.38,-119.43,0.1,3.9,7.5,11.3,15.7,19.8,22.8,22.3,17.6,11.3,5.2,0.9,23,15,14,12,15,12,4,7,9,14,23,26,11.53,45.3,-29.9,4229.1,2693.4,0.1,22.8,174
46.2,-119.73,-0.6,3.2,6.3,9.9,14.2,18.4,21.3,20.7,16.4,10.4,4.3,0.4,28,18,17,16,18,15,6,9,12,18,28,31,10.41,44.2,-31.4,3824.6,2354,-0.6,21.3,216
47.75,-119.6,-5.3,-1.2,3,7.6,12.6,16.8,20.5,20.1,14.8,8.1,0.8,-4.5,30,24,22,21,23,21,9,14,13,17,35,39,7.78,39.7,-32.5,3167.6,1961.8,-5.3,20.5,268
47.65,-120.02,-5.4,-1.8,2.7,7.1,11.7,16.1,19.6,19.4,14.2,7.6,0.3,-5,44,30,25,22,23,22,10,17,15,20,45,52,7.21,39.3,-33.1,2999.1,1817.1,-5.4,19.6,325
47.45,-119.53,-3.7,0.6,4.7,9,14.3,18.5,22.2,21.7,16.4,9.5,2.4,-2.8,26,18,18,17,18,18,6,9,10,15,29,32,9.4,41.3,-31,3621.9,2316,-3.7,22.2,216
47.25,-119.45,-2.6,1.9,5.8,10,15.4,19.6,23.3,22.7,17.5,10.4,3.5,-1.7,24,15,16,14,15,16,3,6,8,13,24,27,10.48,42.1,-29.9,3944.7,2565.1,-2.6,23.3,181
45.93,-119.38,0.9,4.1,7.5,10.9,15.2,19.4,22.5,21.9,17.3,11.1,5.4,1.3,29,20,18,16,18,14,5,9,11,17,29,32,11.46,45.4,-31.3,4200.6,2622,0.9,22.5,218
46.33,-119.3,0.3,3.9,7.6,11.4,15.8,20,23,22.5,17.7,11.3,5.3,0.9,25,17,15,13,15,12,5,8,9,15,24,27,11.64,45.2,-30.3,4268.6,2725.5,0.3,23,185
47.23,-119.98,-2.7,1.4,5.8,9.9,14.7,19,22.5,22.1,17.1,10.3,3.3,-2,19,13,12,13,13,15,5,9,8,9,22,25,10.12,41.8,-29.5,3823.7,2462,-2.7,22.5,163
46.93,-119.43,-0.7,3.7,7.5,11.5,16.4,20.4,23.7,23.1,18.3,11.6,5,0.1,19,12,12,11,13,12,3,5,7,11,20,21,11.72,44.1,-27.7,4308.3,2817.4,-0.7,23.7,146
